"Contig_number","Mapped_Reads_Number"
"NODE_7439_length_1525_cov_4.232653||full",62
"NODE_11691_length_1139_cov_2.833948||full",32
"NODE_12067_length_1118_cov_2.499530||lt2gene",28
"NODE_8616_length_1382_cov_1.941221||full",27
"NODE_798_length_7205_cov_5.626434||full",393
"NODE_2371_length_3542_cov_7.363350||full",300
"NODE_13628_length_1041_cov_2.230223||full",26
"NODE_2685_length_3220_cov_3.004739||full",100
"NODE_7386_length_1532_cov_2.171970||full",41
"NODE_8846_length_1358_cov_2.550269||full",35
"NODE_122_length_19022_cov_74.329889||full_1",12265
"NODE_54_length_27411_cov_6.476422||full_1",1794
"NODE_194_length_15319_cov_7.041143||full",1252
"NODE_1860_length_4193_cov_5.036733||full",234
"NODE_482_length_9664_cov_5.838277||full",720
"NODE_3084_length_2863_cov_5.074430||full",199
"NODE_5079_length_1992_cov_3.518844||full",71
"NODE_3136_length_2824_cov_4.969664||full",146
"NODE_8224_length_1424_cov_4.838568||lt2gene",69
"NODE_11809_length_1132_cov_3.398329||full",42
"NODE_2081_length_3879_cov_5.889644||full",239
"NODE_6524_length_1664_cov_2.805469||full",51
"NODE_213_length_14293_cov_6.679520||full",949
"NODE_13519_length_1045_cov_2.431313||lt2gene",30
"NODE_14371_length_1008_cov_2.496327||full",25
"NODE_8273_length_1418_cov_4.037417||lt2gene",69
"NODE_2415_length_3496_cov_3.554199||full",151
"NODE_12404_length_1099_cov_2.321839||full",28
"NODE_9988_length_1255_cov_2.159167||full",27
"NODE_9612_length_1288_cov_1.710462||full",24
"NODE_134_length_18400_cov_18.742055||full_1",2661
"NODE_12042_length_1119_cov_7.090226||full",40
"NODE_5602_length_1855_cov_7.063889||full",136
"NODE_10656_length_1207_cov_3.111979||full",67
"NODE_11457_length_1153_cov_2.891621||full",27
"NODE_13924_length_1027_cov_2.259259||lt2gene",24
"NODE_6463_length_1675_cov_1.591975||full",27
"NODE_7885_length_1467_cov_2.719547||full",40
"NODE_8017_length_1451_cov_2.542980||full",37
"NODE_7323_length_1539_cov_2.023585||full",40
"NODE_5434_length_1899_cov_2.700651||full",59
"NODE_5038_length_2005_cov_4.300000||full",90
"NODE_11875_length_1128_cov_2.863001||full",33
"NODE_8684_length_1374_cov_3.165277||full",44
"NODE_3239_length_2758_cov_6.431003||full",197
"NODE_11300_length_1163_cov_1.444946||full",17
"NODE_9927_length_1261_cov_2.188226||lt2gene",28
"NODE_1894_length_4152_cov_3.149622||full",147
"NODE_6224_length_1719_cov_24.533053||full",398
"NODE_5803_length_1807_cov_751.643836||full",14161
"NODE_13328_length_1054_cov_2.328328||full",25
"NODE_1481_length_4851_cov_6.631151||full",332
"NODE_9035_length_1338_cov_3.217459||full",43
"NODE_10457_length_1221_cov_6.031732||full",96
"NODE_9275_length_1317_cov_3.076862||full",41
"NODE_361_length_11116_cov_5.630413||full_1",508
"NODE_727_length_7709_cov_4.251111||full",358
"NODE_62_length_24620_cov_14.684470||full",3814
"NODE_12556_length_1091_cov_3.461390||lt2gene",39
"NODE_6759_length_1624_cov_3.504143||full",63
"NODE_3998_length_2360_cov_2.014317||full",49
"NODE_4390_length_2220_cov_10.041570||full",276
"NODE_6045_length_1755_cov_4.370588||full",89
"NODE_14219_length_1014_cov_3.101147||full",31
"NODE_2012_length_3981_cov_2.524452||full",124
"NODE_5249_length_1949_cov_2.731785||full",72
"NODE_13703_length_1037_cov_2.150713||full",22
"NODE_2132_length_3804_cov_3.872766||full",149
"NODE_10940_length_1187_cov_3.222615||full",38
"NODE_10609_length_1211_cov_2.987024||full",59
"NODE_14518_length_1002_cov_2.507920||full",56
"NODE_1929_length_4100_cov_5.848455||full",428
"NODE_8758_length_1367_cov_2.535061||full",45
"NODE_1002_length_6220_cov_4.259530||full",434
"NODE_12563_length_1091_cov_2.223938||full",26
"NODE_8935_length_1348_cov_2.598608||lt2gene",35
"NODE_9623_length_1287_cov_2.337662||full",30
"NODE_10980_length_1184_cov_2.271036||full",46
"NODE_100_length_20588_cov_6.675547||full",1502
"NODE_20_length_36065_cov_8.159317||full",3151
"NODE_901_length_6628_cov_5.744257||full",444
"NODE_14026_length_1022_cov_3.029990||lt2gene",37
"NODE_4642_length_2131_cov_5.444123||full",126
"NODE_2021_length_3973_cov_5.660286||full",258
"NODE_6882_length_1602_cov_4.870718||full",115
"NODE_4529_length_2167_cov_3.430398||full",78
"NODE_3653_length_2520_cov_2.498986||full",62
"NODE_4943_length_2033_cov_2.587462||full",57
"NODE_4520_length_2169_cov_2.175024||full",54
"NODE_9802_length_1271_cov_2.605263||lt2gene",37
"NODE_4451_length_2196_cov_3.269967||full",66
"NODE_2251_length_3668_cov_43.492389||full",1665
"NODE_10845_length_1193_cov_3.768014||full",45
"NODE_6267_length_1710_cov_2.731118||full",58
"NODE_5740_length_1819_cov_2.744898||full",48
"NODE_8549_length_1388_cov_2.232558||full",39
"NODE_1424_length_4950_cov_4.171399||full",213
"NODE_8018_length_1450_cov_5.459498||full",74
"NODE_3538_length_2591_cov_2.669558||full",165
"NODE_10592_length_1212_cov_2.507347||full",29
"NODE_1600_length_4641_cov_7.034017||full",345
"NODE_8745_length_1368_cov_2.686215||lt2gene",50
"NODE_4270_length_2265_cov_2.026244||full",52
"NODE_2284_length_3639_cov_10.740234||full",394
"NODE_5807_length_1807_cov_3.347603||full",66
"NODE_7174_length_1558_cov_6.059880||full",95
"NODE_4251_length_2269_cov_2.458446||full",70
"NODE_1265_length_5351_cov_17.956760||full",1043
"NODE_270_length_12809_cov_5.390858||full",781
"NODE_594_length_8658_cov_4.240730||full",410
"NODE_208_length_14444_cov_4.552505||full",697
"NODE_4188_length_2291_cov_3.294275||full",82
"NODE_9400_length_1306_cov_4.575540||full",94
"NODE_1064_length_5994_cov_9.414380||full",593
"NODE_9660_length_1283_cov_3.115635||full",43
"NODE_3074_length_2870_cov_5.134281||full",140
"NODE_12448_length_1097_cov_1.350288||full",19
"NODE_11743_length_1136_cov_2.384829||full",23
"NODE_3220_length_2767_cov_34.906711||full",990
"NODE_8400_length_1405_cov_2.570370||full",45
"NODE_3696_length_2497_cov_8.561835||full",423
"NODE_11551_length_1147_cov_3.127289||full",40
"NODE_9276_length_1317_cov_2.850238||full",39
"NODE_7510_length_1517_cov_3.469904||full",70
"NODE_4492_length_2180_cov_4.803294||full",184
"NODE_9398_length_1306_cov_5.319744||lt2gene",80
"NODE_4282_length_2259_cov_3.733212||full",316
"NODE_375_length_10917_cov_10.376818||full",1294
"NODE_7895_length_1466_cov_2.982282||full",43
"NODE_5638_length_1844_cov_5.632756||full",215
"NODE_6623_length_1645_cov_4.139623||full",73
"NODE_7132_length_1565_cov_3.192053||lt2gene",56
"NODE_8386_length_1406_cov_2.944486||full",43
"NODE_5179_length_1963_cov_3.442348||full",69
"NODE_4339_length_2238_cov_2.865323||full",69
"NODE_2230_length_3699_cov_6.686608||full",260
"NODE_7686_length_1495_cov_58.378472||full",889
"NODE_43_length_30448_cov_5.193334||full_1",1142
"NODE_2732_length_3181_cov_3.974408||full",169
"NODE_3421_length_2654_cov_3.228165||full",102
"NODE_4428_length_2205_cov_2.711163||full",74
"NODE_11926_length_1126_cov_2.177404||full",25
"NODE_5781_length_1811_cov_6.112756||full",79
"NODE_9461_length_1301_cov_2.919743||full",43
"NODE_6736_length_1627_cov_3.501908||lt2gene",58
"NODE_7544_length_1513_cov_2.238683||full",32
"NODE_27_length_34633_cov_8.780178||full",3215
"NODE_4562_length_2157_cov_7.445290||lt2gene",183
"NODE_1817_length_4255_cov_5.303810||full",445
"NODE_5095_length_1988_cov_2.718572||full",57
"NODE_14144_length_1017_cov_3.227651||full",33
"NODE_7943_length_1459_cov_2.147436||lt2gene",32
"NODE_7699_length_1494_cov_3.124392||full",51
"NODE_5645_length_1843_cov_2.523490||lt2gene",55
"NODE_6714_length_1631_cov_3.693528||full",83
"NODE_6989_length_1587_cov_2.493473||full",43
"NODE_6609_length_1648_cov_1.687382||full",30
"NODE_12275_length_1106_cov_2.740247||full",29
"NODE_13119_length_1063_cov_2.470238||lt2gene",33
"NODE_943_length_6481_cov_6.514939||full",509
"NODE_4424_length_2206_cov_4.524407||full",278
"NODE_8807_length_1362_cov_3.048202||lt2gene",48
"NODE_6363_length_1694_cov_3.535082||full",71
"NODE_1207_length_5501_cov_3.863937||full",246
"NODE_9158_length_1326_cov_6.848151||full",97
"NODE_12314_length_1104_cov_2.562440||full",22
"NODE_3162_length_2807_cov_3.696221||full_1",28
"NODE_8755_length_1367_cov_2.859756||full",48
"NODE_9691_length_1281_cov_2.586460||lt2gene",34
"NODE_8407_length_1404_cov_3.957005||full",57
"NODE_4134_length_2309_cov_4.367791||full",118
"NODE_8520_length_1391_cov_3.863024||full",54
"NODE_10176_length_1242_cov_2.601516||full",52
"NODE_9994_length_1254_cov_4.271893||full",85
"NODE_4583_length_2151_cov_3.087309||full",99
"NODE_11177_length_1170_cov_6.249327||lt2gene",84
"NODE_6854_length_1608_cov_2.225370||lt2gene",45
"NODE_7832_length_1473_cov_2.645980||full",57
"NODE_11544_length_1148_cov_1.844465||full",21
"NODE_13269_length_1056_cov_2.993007||lt2gene",35
"NODE_13720_length_1036_cov_3.703364||lt2gene",42
"NODE_5730_length_1821_cov_3.242922||lt2gene",62
"NODE_6734_length_1628_cov_2.076287||lt2gene",35
"NODE_48_length_28908_cov_385.435137||full",117568
"NODE_1497_length_4828_cov_12.725330||full",623
"NODE_5484_length_1886_cov_2.409612||full",48
"NODE_8545_length_1388_cov_3.234059||lt2gene",45
"NODE_979_length_6316_cov_6.735026||full",479
"NODE_4444_length_2198_cov_3.577695||full",80
"NODE_14208_length_1015_cov_2.176042||full",33
"NODE_2348_length_3563_cov_7.208951||full",248
"NODE_9777_length_1272_cov_4.466721||full",60
"NODE_5541_length_1872_cov_2.018712||full",39
"NODE_13079_length_1065_cov_1.610891||lt2gene",18
"NODE_6804_length_1617_cov_2.437900||full",39
"NODE_6110_length_1745_cov_2.923669||full",52
"NODE_8518_length_1391_cov_5.871257||full",82
"NODE_6820_length_1614_cov_2.559974||full",46
"NODE_2706_length_3199_cov_8.453244||lt2gene",285
"NODE_1944_length_4081_cov_4.486587||full",196
"NODE_3681_length_2503_cov_4.944444||full",129
"NODE_6925_length_1596_cov_3.932511||full",81
"NODE_9539_length_1295_cov_2.653226||lt2gene",38
"NODE_7405_length_1529_cov_2.971506||full",58
"NODE_10853_length_1193_cov_2.246046||full",29
"NODE_9727_length_1277_cov_4.006547||full",62
"NODE_1484_length_4849_cov_6.004172||full",483
"NODE_6008_length_1763_cov_2.503513||lt2gene",47
"NODE_1492_length_4841_cov_4.480568||full",234
"NODE_9319_length_1313_cov_4.201113||full",80
"NODE_7907_length_1465_cov_2.110638||full",26
"NODE_9677_length_1282_cov_2.273839||full",33
"NODE_4353_length_2232_cov_12.587046||full",351
"NODE_3077_length_2865_cov_5.657295||full",316
"NODE_493_length_9529_cov_12.561537||full",1239
"NODE_878_length_6737_cov_4.628405||full",343
"NODE_1873_length_4183_cov_3.960756||full",183
"NODE_1601_length_4640_cov_6.049509||full",313
"NODE_5437_length_1897_cov_6.504343||full",128
"NODE_6254_length_1713_cov_7.219542||full",114
"NODE_14536_length_1001_cov_3.694503||lt2gene",43
"NODE_14178_length_1016_cov_2.938606||full",36
"NODE_7124_length_1567_cov_2.909392||lt2gene",46
"NODE_1923_length_4109_cov_73.721016||full",3944
"NODE_1883_length_4168_cov_4.900316||full",243
"NODE_8678_length_1375_cov_3.345455||full",50
"NODE_2145_length_3786_cov_4.261324||full",166
"NODE_3305_length_2717_cov_6.510143||full",204
"NODE_13292_length_1055_cov_3.180000||full",46
"NODE_8998_length_1342_cov_1.968143||full",44
"NODE_615_length_8482_cov_4.292631||full",395
"NODE_1887_length_4156_cov_7.380395||full",322
"NODE_6837_length_1610_cov_6.225723||full",104
"NODE_3610_length_2546_cov_5.497391||full",146
"NODE_5049_length_2003_cov_4.780287||full",97
"NODE_2205_length_3725_cov_4.933787||full",223
"NODE_12616_length_1088_cov_2.230397||lt2gene",27
"NODE_2221_length_3708_cov_5.150014||full",207
"NODE_9252_length_1319_cov_3.178006||full",47
"NODE_11432_length_1155_cov_2.455455||full",43
"NODE_10715_length_1203_cov_1.839721||full",32
"NODE_40_length_31092_cov_18.338403||0_partial_1",1701
"NODE_7230_length_1551_cov_3.192513||full",54
"NODE_10923_length_1188_cov_3.269197||full",40
"NODE_2508_length_3394_cov_4.597784||full",182
"NODE_757_length_7503_cov_5.723818||full",489
"NODE_6488_length_1670_cov_3.474923||lt2gene",64
"NODE_6212_length_1721_cov_3.141056||full",58
"NODE_1218_length_5470_cov_5.337396||full",339
"NODE_5388_length_1911_cov_2.611530||full",52
"NODE_10403_length_1226_cov_2.293766||full",17
"NODE_6438_length_1680_cov_2.108308||lt2gene",44
"NODE_5950_length_1773_cov_2.082654||lt2gene",38
"NODE_30_length_33677_cov_22.553179||full",8058
"NODE_6174_length_1729_cov_3.670251||full",70
"NODE_2319_length_3602_cov_3.830843||full",145
"NODE_13191_length_1059_cov_2.732072||full",29
"NODE_4771_length_2088_cov_10.082636||full",192
"NODE_6275_length_1708_cov_3.003025||full",54
"NODE_3835_length_2428_cov_2.764012||full",77
"NODE_1519_length_4791_cov_6.911951||full",351
"NODE_7008_length_1583_cov_3.496728||full",59
"NODE_5751_length_1817_cov_3.182747||full",99
"NODE_6683_length_1637_cov_2.002528||full",39
"NODE_10957_length_1186_cov_2.571176||full",46
"NODE_6105_length_1746_cov_2.753992||lt2gene",61
"NODE_6583_length_1652_cov_3.308704||full",56
"NODE_259_length_12992_cov_6.331684||full",1017
"NODE_6206_length_1722_cov_5.721056||full",153
"NODE_3506_length_2607_cov_3.064655||full",86
"NODE_7778_length_1483_cov_2.402661||full",36
"NODE_4416_length_2210_cov_6.491415||full",136
"NODE_11104_length_1175_cov_4.783036||full",70
"NODE_5410_length_1907_cov_2.848272||full",69
"NODE_7804_length_1478_cov_4.049192||lt2gene",88
"NODE_4467_length_2190_cov_2.512412||full",63
"NODE_6751_length_1625_cov_2.941401||full",66
"NODE_4832_length_2065_cov_4.919403||full",107
"NODE_7337_length_1537_cov_3.627530||full",56
"NODE_10307_length_1232_cov_2.773152||full",34
"NODE_4883_length_2050_cov_2.061654||full",44
"NODE_9732_length_1277_cov_2.922259||full",38
"NODE_3424_length_2653_cov_2.854119||full",120
"NODE_4672_length_2123_cov_4.817215||full",132
"NODE_2945_length_2984_cov_4.626152||full",160
"NODE_7552_length_1512_cov_2.932739||full",53
"NODE_4622_length_2138_cov_4.404225||lt2gene",109
"NODE_8822_length_1361_cov_1.876723||full",24
"NODE_9815_length_1270_cov_2.291358||full",29
"NODE_11465_length_1153_cov_2.098361||full",24
"NODE_1670_length_4509_cov_6.389987||full",321
"NODE_988_length_6281_cov_8.757308||full",581
"NODE_332_length_11595_cov_5.617938||full_1",62
"NODE_2278_length_3646_cov_3.751880||full",137
"NODE_4845_length_2060_cov_3.568579||full",75
"NODE_7152_length_1562_cov_3.045786||full",76
"NODE_6161_length_1732_cov_2.747764||full",48
"NODE_9891_length_1264_cov_2.665012||full",41
"NODE_13667_length_1039_cov_1.930894||lt2gene",31
"NODE_9054_length_1336_cov_3.925059||lt2gene",59
"NODE_7840_length_1472_cov_3.023289||full",52
"NODE_14302_length_1011_cov_1.951883||full",21
"NODE_14065_length_1021_cov_1.888199||full",27
"NODE_12484_length_1095_cov_3.173077||lt2gene",35
"NODE_2066_length_3907_cov_2.973780||full",133
"NODE_3075_length_2870_cov_3.866075||full_1",48
"NODE_264_length_12890_cov_10.922711||full",1721
"NODE_3372_length_2688_cov_3.105203||full",87
"NODE_3566_length_2574_cov_3.464073||full",93
"NODE_2687_length_3219_cov_8.052781||full",320
"NODE_9673_length_1282_cov_2.894866||full",38
"NODE_10028_length_1251_cov_14.545987||full",188
"NODE_7191_length_1556_cov_2.888741||lt2gene",58
"NODE_4096_length_2322_cov_2.687693||full",64
"NODE_7820_length_1475_cov_2.313380||full",44
"NODE_1223_length_5446_cov_4.460953||full",299
"NODE_159_length_17122_cov_5.651784||full",1195
"NODE_532_length_9151_cov_4.426451||full",434
"NODE_3763_length_2464_cov_2.783313||full",72
"NODE_13308_length_1055_cov_1.470000||lt2gene",33
"NODE_5656_length_1840_cov_2.461064||full",47
"NODE_2533_length_3367_cov_5.377114||full",211
"NODE_3982_length_2370_cov_3.649244||full",92
"NODE_10256_length_1236_cov_3.666384||full",53
"NODE_13469_length_1047_cov_2.998992||full",32
"NODE_2968_length_2964_cov_4.260571||full",134
"NODE_3536_length_2591_cov_5.607256||full",165
"NODE_7678_length_1496_cov_4.151978||full",64
"NODE_7202_length_1555_cov_2.012667||full",34
"NODE_14475_length_1004_cov_2.468915||full",25
"NODE_3073_length_2871_cov_3.026634||full",91
"NODE_9177_length_1326_cov_2.020456||full",26
"NODE_2399_length_3510_cov_8.374530||full_1",240
"NODE_937_length_6493_cov_6.047064||full",431
"NODE_8406_length_1404_cov_4.828021||full",75
"NODE_8071_length_1444_cov_3.586753||full",56
"NODE_2720_length_3187_cov_7.059706||full",253
"NODE_8135_length_1436_cov_3.782766||full",60
"NODE_10778_length_1198_cov_1.880140||lt2gene",27
"NODE_14395_length_1007_cov_3.428571||full",36
"NODE_9527_length_1296_cov_2.676068||full",37
"NODE_9757_length_1275_cov_2.527869||full",36
"NODE_3461_length_2625_cov_4.625681||full",131
"NODE_11330_length_1161_cov_3.573237||lt2gene",42
"NODE_11547_length_1147_cov_5.740842||full",134
"NODE_6861_length_1606_cov_5.323017||full",78
"NODE_7755_length_1487_cov_1.986034||full",27
"NODE_893_length_6654_cov_4.995454||full",371
"NODE_2605_length_3292_cov_5.146123||full",184
"NODE_6006_length_1763_cov_4.271077||full",76
"NODE_8606_length_1382_cov_9.116051||full",130
"NODE_6418_length_1682_cov_3.596804||full",80
"NODE_7577_length_1510_cov_2.072852||full",33
"NODE_5695_length_1830_cov_3.192113||full",65
"NODE_1986_length_4021_cov_80.249370||full_1",2870
"NODE_343_length_11442_cov_10.858259||full",1375
"NODE_7597_length_1506_cov_2.551344||full",59
"NODE_8021_length_1450_cov_3.668817||full",57
"NODE_650_length_8265_cov_6.156882||full",576
"NODE_6830_length_1611_cov_9.012211||full",131
"NODE_4836_length_2062_cov_3.252616||full",74
"NODE_5066_length_1998_cov_2.155944||full",51
"NODE_9670_length_1282_cov_3.183374||full",73
"NODE_6232_length_1718_cov_2.669272||full",52
"NODE_5344_length_1924_cov_3.219904||full",68
"NODE_9755_length_1275_cov_2.700820||full",41
"NODE_11231_length_1167_cov_2.328237||full",27
"NODE_5975_length_1769_cov_3.412485||full",71
"NODE_4141_length_2307_cov_3.666075||full",104
"NODE_318_length_11983_cov_6.839537||full",945
"NODE_201_length_14869_cov_7.140745||full",1245
"NODE_3547_length_2586_cov_2.591071||full",73
"NODE_1637_length_4560_cov_6.209323||full",313
"NODE_6059_length_1753_cov_3.164900||full",53
"NODE_5893_length_1787_cov_4.212471||lt2gene",77
"NODE_6112_length_1744_cov_4.802250||full",58
"NODE_4478_length_2185_cov_2.553052||full",60
"NODE_7808_length_1478_cov_1.828531||full",25
"NODE_4387_length_2222_cov_4.656668||full",110
"NODE_12895_length_1074_cov_3.112856||lt2gene",34
"NODE_2216_length_3714_cov_4.039355||full",174
"NODE_5556_length_1866_cov_4.784097||full",108
"NODE_7604_length_1504_cov_7.950311||lt2gene",120
"NODE_12820_length_1077_cov_5.552838||full",63
"NODE_217_length_14182_cov_4.887803||full",732
"NODE_244_length_13288_cov_7.358573||full",1132
"NODE_962_length_6394_cov_5.283641||full",384
"NODE_7273_length_1546_cov_2.562710||full",40
"NODE_4918_length_2040_cov_3.772292||full",79
"NODE_1007_length_6206_cov_8.604129||full",558
"NODE_7580_length_1509_cov_3.829436||full",62
"NODE_12638_length_1087_cov_2.349806||full",23
"NODE_7331_length_1538_cov_3.830748||full",87
"NODE_5423_length_1902_cov_7.370330||full",152
"NODE_2832_length_3094_cov_4.273774||lt2gene",141
"NODE_4013_length_2355_cov_3.070000||full_1",102
"NODE_111_length_19628_cov_6.630409||full",1501
"NODE_2859_length_3067_cov_5.213147||full",175
"NODE_4348_length_2234_cov_3.864617||full",89
"NODE_2953_length_2975_cov_6.050000||full",209
"NODE_9810_length_1270_cov_2.614815||lt2gene",35
"NODE_3235_length_2759_cov_7.277367||full",209
"NODE_405_length_10583_cov_7.353343||full",1008
"NODE_11191_length_1169_cov_5.657092||full",90
